record,prow,pcol,harvester,checks,plot,bloc,entry,r_expt,r_location,loccode,loc,year1,name,source,identity1,v_desc,selection,pedigree,growthstag,headcode,htcm,MicroSD,mmbran,mmch,mmflour,mmmids,notes,notes2,plotlen,plotwid,ppass,ppo,twtg,yieldg,ROI Label,Group,Name,Area of Ground,Area of Plant,Total ROI Area,% Ground Cover,% Plant Cover
974,11,55,0,0,3310,1,32,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-146,,14X1003,,-146,(02-08806A/X070051-0-0-47C),-9,cbw,85,2,3.81,2,6.29,12.2,,,330.2,5.5,,M,.,2070,Q07,19 F5-7,3310,1777,1294,3071,0.579,0.421
975,12,55,0,0,3311,1,22,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-115,,14X1003,,-115,(02-08806A/X070051-0-0-47C),-9,cbw,92,1.2,3.54,3,5.35,12.5,,,365.76,5.5,,M,.,2555,P07,19 F5-7,3311,1727,1344,3071,0.562,0.438
976,13,55,0,0,3312,1,34,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-149,,14X1003,,-149,(02-08806A/X070051-0-0-47C),-9,cbw,90,1.9,3.76,4,5.9,12.6,,,330.2,5.5,,D,.,2355,O07,19 F5-7,3312,1557,1514,3071,0.507,0.493
977,14,55,0,0,3313,1,124,19 F5-7 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,-9,cbw,85,0.6,3.22,1,3.42,9.77,,,317.5,5.5,,M,.,2470,N07,19 F5-7,3313,807,2264,3071,0.263,0.737
978,15,55,0,0,3314,1,107,19 F5-7 LIND,Lind,LIN,2,2019,14X1008-0-0-22,,14X1008,,-22,(5J030235-7/X06041-0-0-1-9L),-9,cbw,85,1.6,4.26,2,6.17,12.3,,,345.44,5.5,,D,.,2510,M07,19 F5-7,3314,1181,1890,3071,0.385,0.615
979,16,55,0,0,3315,1,116,19 F5-7 LIND,Lind,LIN,2,2019,LCS-HULK,,,,,,-9,lbw,88,3.2,4.58,3,5.11,12.6,,,353.06,5.5,,M,.,2195,L07,19 F5-7,3315,145,2926,3071,0.047,0.953
980,17,55,0,0,3316,1,49,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-196,,14X1003,,-196,(02-08806A/X070051-0-0-47C),-9,cbw,90,2.1,4.24,4,5.16,13.4,,,335.28,5.5,,M,.,2145,K07,19 F5-7,3316,425,2646,3071,0.138,0.862
981,18,55,0,0,3317,1,28,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-130,,14X1003,,-130,(02-08806A/X070051-0-0-47C),-9,cbw,90,2,4.06,1,4.14,14,,,330.2,5.5,,M,.,1870,J07,19 F5-7,3317,984,2087,3071,0.32,0.68
982,19,55,0,0,3318,1,123,19 F5-7 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,-9,lbw,80,2.9,3.34,2,5.66,9.15,,,302.26,5.5,,L,.,1620,I07,19 F5-7,3318,898,2173,3071,0.292,0.708
983,20,55,0,0,3319,1,62,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-27,,828,,-27,(X010770-0-1/02-10606A),-9,caw,80,2.7,4.13,3,5.68,12.2,,,342.9,5.5,,M,.,2130,H07,19 F5-7,3319,1179,1892,3071,0.384,0.616
984,21,55,0,0,3320,1,53,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-2,,828,,-2,(X010770-0-1/02-10606A),-9,caw,85,3.2,3.96,4,6.12,11.2,,,330.2,5.5,,D,.,2040,G07,19 F5-7,3320,1203,1868,3071,0.392,0.608
985,22,55,0,0,3321,1,121,19 F5-7 LIND,Lind,LIN,2,2019,14X1008-0-0-42,,14X1008,,-42,(5J030235-7/X06041-0-0-1-9L),-9,cbw,85,2.9,4.06,1,3.91,11.4,,,340.36,5.5,,D,.,2645,F07,19 F5-7,3321,714,2357,3071,0.232,0.768
986,23,55,0,0,3322,1,75,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-62,,828,,-62,(X010770-0-1/02-10606A),-9,caw,82,3,4.14,2,5.12,10.8,,,332.74,5.5,,M,.,2050,E07,19 F5-7,3322,1387,1684,3071,0.452,0.548
987,24,55,0,0,3323,1,85,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-94,,828,,-94,(X010770-0-1/02-10606A),-9,caw,90,2.6,4.08,3,4.76,11.2,,,335.28,5.5,,D,.,2445,D07,19 F5-7,3323,858,2213,3071,0.279,0.721
988,25,55,0,0,3324,1,9,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-71,,14X1003,,-71,(02-08806A/X070051-0-0-47C),-9,cbw,83,3,3.88,4,5.44,12.6,,,325.12,5.5,,M,.,2020,C07,19 F5-7,3324,847,2224,3071,0.276,0.724
989,26,55,0,0,3325,1,60,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-18,,828,,-18,(X010770-0-1/02-10606A),-9,cbw,92,2.5,4.12,1,4.79,12.7,,,330.2,5.5,,M,.,1585,B07,19 F5-7,3325,2118,953,3071,0.69,0.31
990,27,55,0,0,3326,1,66,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-37,,828,,-37,(X010770-0-1/02-10606A),-9,caw,78,3.5,4.22,2,5.69,11.5,,,375.92,5.5,,M,.,2250,A07,19 F5-7,3326,633,2438,3071,0.206,0.794
991,27,56,0,0,3327,1,78,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-68,,828,,-68,(X010770-0-1/02-10606A),-9,cbw,82,2.2,3.53,3,4.93,9.6,,,342.9,5.5,,M,.,1705,A08,19 F5-7,3327,613,2458,3071,0.2,0.8
992,26,56,0,0,3328,1,71,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-49,,828,,-49,(X010770-0-1/02-10606A),-9,caw,85,3.3,4.11,4,6.23,11.4,,,304.8,5.5,,M,.,1825,B08,19 F5-7,3328,1097,1974,3071,0.357,0.643
993,25,56,0,0,3329,1,6,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-67,,14X1003,,-67,(02-08806A/X070051-0-0-47C),-9,cbw,75,1.5,4.07,1,3.39,14.1,,,345.44,5.5,,D,.,2200,C08,19 F5-7,3329,1907,1164,3071,0.621,0.379
994,24,56,0,0,3330,1,117,19 F5-7 LIND,Lind,LIN,2,2019,Otto,2019 Freeze Test,Otto,SWW,,Eltan//Madsen/Eltan///Eltan,-9,lbw,85,4.2,4.22,2,5.54,11.1,,,353.06,5.5,,L,.,2760,D08,19 F5-7,3330,2226,845,3071,0.725,0.275
995,23,56,0,0,3331,1,8,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-70,,14X1003,,-70,(02-08806A/X070051-0-0-47C),-9,cbw,72,3,4.01,3,5.05,12.4,,,322.58,5.5,,M,.,1995,E08,19 F5-7,3331,2510,561,3071,0.817,0.183
996,22,56,0,0,3332,1,1,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-55,,14X1003,,-55,(02-08806A/X070051-0-0-47C),-9,cbaw,75,2.5,4.16,4,5.45,13.4,,,368.3,5.5,,D,.,2300,F08,19 F5-7,3332,1914,1157,3071,0.623,0.377
997,21,56,0,0,3333,1,98,19 F5-7 LIND,Lind,LIN,2,2019,14X1008-0-0-6,,14X1008,,-6,(5J030235-7/X06041-0-0-1-9L),-9,cbw,80,2.4,4.86,1,4.34,14.2,,,360.68,5.5,,M,.,2395,G08,19 F5-7,3333,497,2574,3071,0.162,0.838
998,20,56,0,0,3334,1,76,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-63,,828,,-63,(X010770-0-1/02-10606A),-9,caw,85,3,4.27,2,5.65,12.2,,,320.04,5.5,,D,.,2195,H08,19 F5-7,3334,1206,1865,3071,0.393,0.607
999,19,56,0,0,3335,1,123,19 F5-7 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,-9,lbw,80,3,3.9,3,5.05,9.71,,,314.96,5.5,,L,.,1745,I08,19 F5-7,3335,1525,1546,3071,0.497,0.503
1000,18,56,0,0,3336,1,93,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-110,,828,,-110,(X010770-0-1/02-10606A),-9,caw,83,2.4,4.48,4,6.02,12,,,381,5.5,,D,.,2045,J08,19 F5-7,3336,1496,1575,3071,0.487,0.513
1001,17,56,0,0,3337,1,13,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-83,,14X1003,,-83,(02-08806A/X070051-0-0-47C),-9,cbw,82,1.8,4.09,1,4.11,13.4,,,325.12,5.5,,L,.,1910,K08,19 F5-7,3337,1316,1755,3071,0.429,0.571
1002,16,56,0,0,3338,1,74,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-61,,828,,-61,(X010770-0-1/02-10606A),-9,car,77,3.6,4.06,2,6.16,10.7,,,350.52,5.5,,M,.,1620,L08,19 F5-7,3338,508,2563,3071,0.165,0.835
1003,15,56,0,0,3339,1,79,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-80,,828,,-80,(X010770-0-1/02-10606A),-9,cbw,90,2.8,3.99,3,5.66,11.8,,,335.28,5.5,,M,.,2295,M08,19 F5-7,3339,864,2207,3071,0.281,0.719
1004,14,56,0,0,3340,1,119,19 F5-7 LIND,Lind,LIN,2,2019,SY Command,,,,,,-9,lbw,78,2.4,3.92,4,5.99,10.9,,,330.2,5.5,,,.,2465,N08,19 F5-7,3340,421,2650,3071,0.137,0.863
1005,13,56,0,0,3341,1,20,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-108,,14X1003,,-108,(02-08806A/X070051-0-0-47C),-9,cbw,85,2.4,4.23,1,3.11,13.8,,,337.82,5.5,,M,.,2475,O08,19 F5-7,3341,1564,1507,3071,0.509,0.491
1006,12,56,0,0,3342,1,84,19 F5-7 LIND,Lind,LIN,2,2019,13X0828-0-0-92,,828,,-92,(X010770-0-1/02-10606A),-9,cbaw,82,3.3,4.25,2,5.32,12.3,,,365.76,5.5,,D,.,1970,P08,19 F5-7,3342,1235,1836,3071,0.402,0.598
1007,11,56,0,0,3343,1,39,19 F5-7 LIND,Lind,LIN,2,2019,14X1003-0-0-177,,14X1003,,-177,(02-08806A/X070051-0-0-47C),-9,cbw,82,2,3.78,3,3.91,11.8,,,347.98,5.5,,L,.,2370,Q08,19 F5-7,3343,1639,1432,3071,0.534,0.466
1008,10,56,0,0,3344,1,124,19 F5-7 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,-9,cbw,83,1.1,3.95,4,5.75,11.1,,,360.68,5.5,,D,.,2500,R08,19 F5-7,3344,2478,593,3071,0.807,0.193
1009,10,57,0,0,3401,1,116,19 F5-8 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,-9,lbw,80,3.2,3.56,1,3.71,8.65,,,320.04,5.5,,L,.,1965,R01,19 F5-8,3401,2744,327,3071,0.894,0.106
1010,11,57,0,0,3402,1,31,19 F5-8 LIND,Lind,LIN,2,2019,14X1030-0-0-77,,14X1030,,-77,(OR2060541/X06134-18C),-9,caw,70,3.6,3.34,2,4.55,9.4,,,320.04,5.5,,D,.,1495,Q01,19 F5-8,3402,1982,1089,3071,0.645,0.355
1011,12,57,0,0,3403,1,48,19 F5-8 LIND,Lind,LIN,2,2019,14X1030-0-0-145,,14X1030,,-145,(OR2060541/X06134-18C),-9,caw,78,4,3.88,3,4.67,9.95,,,322.58,5.5,,D,.,1655,P01,19 F5-8,3403,2221,850,3071,0.723,0.277
1012,13,57,0,0,3404,1,109,19 F5-8 LIND,Lind,LIN,2,2019,ARS Crescent,,,,,Dusty//MDN sib/Dusty///WA7665/RULO,-9,cbw,83,0.7,3.14,4,5.58,8.5,,,307.34,5.5,,M,.,2395,O01,19 F5-8,3404,2075,996,3071,0.676,0.324
1013,14,57,0,0,3405,1,96,19 F5-8 LIND,Lind,LIN,2,2019,14X1031-0-0-114,,14X1031,,-114,(OR2071071/X06141-8C),-9,caw,90,1.9,4.22,1,3.7,12,,,335.28,5.5,,D,.,2210,N01,19 F5-8,3405,1192,1879,3071,0.388,0.612
1014,15,57,0,0,3406,1,80,19 F5-8 LIND,Lind,LIN,2,2019,14X1031-0-0-34,,14X1031,,-34,(OR2071071/X06141-8C),-9,caw,83,1.6,3.71,2,4.73,10.8,,,312.42,5.5,,D,.,2015,M01,19 F5-8,3406,1539,1532,3071,0.501,0.499
1015,16,57,0,0,3407,1,59,19 F5-8 LIND,Lind,LIN,2,2019,14X1030-0-0-216,,14X1030,,-216,(OR2060541/X06134-18C),-9,caw,65,3.4,4,3,5.16,10.7,,,353.06,5.5,,M,.,1590,L01,19 F5-8,3407,663,2408,3071,0.216,0.784
1016,17,57,0,0,3408,1,27,19 F5-8 LIND,Lind,LIN,2,2019,14X1030-0-0-68,,14X1030,,-68,(OR2060541/X06134-18C),-9,caw,75,3.5,3.75,4,5.35,10.2,,,317.5,5.5,,D,.,1885,K01,19 F5-8,3408,1959,1112,3071,0.638,0.362
1017,18,57,0,0,3409,1,115,19 F5-8 LIND,Lind,LIN,2,2019,SY Command,,,,,,-9,lbw,75,2,4.08,1,3.67,11.5,,,342.9,5.5,,D,.,2060,J01,19 F5-8,3409,692,2379,3071,0.225,0.775
1018,19,57,0,0,3410,1,68,19 F5-8 LIND,Lind,LIN,2,2019,14X1031-0-0-14,,14X1031,,-14,(OR2071071/X06141-8C),-9,claw,75,0.6,3.39,2,4.59,9.77,,,292.1,5.5,,D,.,1450,I01,19 F5-8,3410,1683,1388,3071,0.548,0.452
1019,20,57,0,0,3411,1,12,19 F5-8 LIND,Lind,LIN,2,2019,14X1008-0-0-83,,14X1008,,-83,(5J030235-7/X06041-0-0-1-9L),-9,cbw,72,2.8,3.1,3,4.57,9.17,,,325.12,5.5,,D,.,2215,H01,19 F5-8,3411,1141,1930,3071,0.372,0.628
1020,21,57,0,0,3412,1,103,19 F5-8 LIND,Lind,LIN,2,2019,14X1031-0-0-141,,14X1031,,-141,(OR2071071/X06141-8C),-9,caw,85,2.4,3.88,4,6.31,10.8,,,345.44,5.5,,M,.,2145,G01,19 F5-8,3412,1632,1439,3071,0.531,0.469
1021,22,57,0,0,3413,1,54,19 F5-8 LIND,Lind,LIN,2,2019,14X1030-0-0-176,,14X1030,,-176,(OR2060541/X06134-18C),-9,caw,70,3.4,4.44,1,4.03,11.5,,,322.58,5.5,,D,.,2090,F01,19 F5-8,3413,685,2386,3071,0.223,0.777
1022,23,57,0,0,3414,1,117,19 F5-8 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,-9,cbw,85,1,3.43,2,5.68,10,,,35.56,5.5,,L,.,2270,E01,19 F5-8,3414,1095,1976,3071,0.357,0.643
1023,24,57,0,0,3415,1,7,19 F5-8 LIND,Lind,LIN,2,2019,14X1008-0-0-61,,14X1008,,-61,(5J030235-7/X06041-0-0-1-9L),-9,cbw,75,1.3,3.47,3,5.17,10.1,,,345.44,5.5,,M,.,2460,D01,19 F5-8,3415,2273,798,3071,0.74,0.26
1024,25,57,0,0,3416,1,101,19 F5-8 LIND,Lind,LIN,2,2019,14X1031-0-0-134,,14X1031,,-134,(OR2071071/X06141-8C),-9,caw,78,3,4.09,4,5.92,11.2,,,340.36,5.5,,M,.,1615,C01,19 F5-8,3416,1210,1861,3071,0.394,0.606
1025,26,57,0,0,3417,1,114,19 F5-8 LIND,Lind,LIN,2,2019,SY Banks,,,,,,-9,lbw,80,2.4,4.14,1,2.92,13.5,,,312.42,5.5,,D,.,1635,B01,19 F5-8,3417,1138,1933,3071,0.371,0.629
1026,27,57,0,0,3418,1,11,19 F5-8 LIND,Lind,LIN,2,2019,14X1008-0-0-82,,14X1008,,-82,(5J030235-7/X06041-0-0-1-9L),-9,clbw,88,3.1,3.92,2,4.71,10.3,,,347.98,5.5,,D,.,2100,A01,19 F5-8,3418,1630,1441,3071,0.531,0.469
1027,27,58,0,0,3419,1,2,19 F5-8 LIND,Lind,LIN,2,2019,14X1008-0-0-47,,14X1008,,-47,(5J030235-7/X06041-0-0-1-9L),-9,cbw,75,2.6,4.31,3,4.3,10.9,,,347.98,5.5,,D,.,2145,A02,19 F5-8,3419,2082,989,3071,0.678,0.322
1028,26,58,0,0,3420,1,35,19 F5-8 LIND,Lind,LIN,2,2019,14X1030-0-0-84,,14X1030,,-84,(OR2060541/X06134-18C),-9,caw,72,4.2,4.03,4,5,10.5,,,320.04,5.5,,D,.,1625,B02,19 F5-8,3420,1848,1223,3071,0.602,0.398
1029,25,58,0,0,3421,1,109,19 F5-8 LIND,Lind,LIN,2,2019,ARS Crescent,,,,,Dusty//MDN sib/Dusty///WA7665/RULO,-9,cbw,72,1.3,3.33,1,4.54,10.6,,,363.22,5.5,,M,.,2400,C02,19 F5-8,3421,2745,326,3071,0.894,0.106
1030,24,58,0,0,3422,1,36,19 F5-8 LIND,Lind,LIN,2,2019,14X1030-0-0-88,,14X1030,,-88,(OR2060541/X06134-18C),-9,caw,73,5,3.53,2,5.34,10.6,,,365.76,5.5,,,.,1730,D02,19 F5-8,3422,1317,1754,3071,0.429,0.571
1031,23,58,0,0,3423,1,72,19 F5-8 LIND,Lind,LIN,2,2019,14X1031-0-0-21,,14X1031,,-21,(OR2071071/X06141-8C),-9,caw,78,3.1,3.8,3,5.42,10.7,,,335.28,5.5,,M,.,2170,E02,19 F5-8,3423,890,2181,3071,0.29,0.71
1032,22,58,0,0,3424,1,58,19 F5-8 LIND,Lind,LIN,2,2019,14X1030-0-0-215,,14X1030,,-215,(OR2060541/X06134-18C),-9,caw,63,4.2,4.09,4,6.31,11,,,360.68,5.5,,D,.,2090,F02,19 F5-8,3424,2258,813,3071,0.735,0.265
1033,21,58,0,0,3425,1,117,19 F5-8 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,-9,cbw,80,1.5,3.75,1,4.07,11.5,,,335.28,5.5,,D,.,2370,G02,19 F5-8,3425,2472,599,3071,0.805,0.195
1034,20,58,0,0,3426,1,10,19 F5-8 LIND,Lind,LIN,2,2019,14X1008-0-0-78,,14X1008,,-78,(5J030235-7/X06041-0-0-1-9L),-9,cbw,75,3.2,3.56,2,5.27,10.6,,,327.66,5.5,,D,.,2420,H02,19 F5-8,3426,1110,1961,3071,0.361,0.639
1035,19,58,0,0,3427,1,43,19 F5-8 LIND,Lind,LIN,2,2019,14X1030-0-0-123,,14X1030,,-123,(OR2060541/X06134-18C),-9,caw,75,4.1,4.1,3,4.83,10.9,,,320.04,5.5,,D,.,2070,I02,19 F5-8,3427,2110,961,3071,0.687,0.313
1036,18,58,0,0,3428,1,112,19 F5-8 LIND,Lind,LIN,2,2019,LCS-HULK,,,,,,-9,lbw,85,4.9,4.09,4,5.58,10.7,,,342.9,5.5,,M,.,1990,J02,19 F5-8,3428,2155,916,3071,0.702,0.298
1037,17,58,0,0,3429,1,109,19 F5-8 LIND,Lind,LIN,2,2019,ARS Crescent,,,,,Dusty//MDN sib/Dusty///WA7665/RULO,-9,cbw,80,1.3,4.14,1,4.58,12.4,,,312.42,5.5,,M,.,2095,K02,19 F5-8,3429,1713,1358,3071,0.558,0.442
1038,16,58,0,0,3430,1,3,19 F5-8 LIND,Lind,LIN,2,2019,14X1008-0-0-48,,14X1008,,-48,(5J030235-7/X06041-0-0-1-9L),-9,cbw,72,4.1,3.78,2,5.56,11.1,,,363.22,5.5,,M,.,2375,L02,19 F5-8,3430,1855,1216,3071,0.604,0.396
1039,15,58,0,0,3431,1,67,19 F5-8 LIND,Lind,LIN,2,2019,14X1031-0-0-6,,14X1031,,-6,(OR2071071/X06141-8C),-9,caw,80,3.3,3.89,3,4.64,11.3,,,345.44,5.5,,M,.,2000,M02,19 F5-8,3431,2172,899,3071,0.707,0.293
1040,14,58,0,0,3432,1,99,19 F5-8 LIND,Lind,LIN,2,2019,14X1031-0-0-121,,14X1031,,-121,(OR2071071/X06141-8C),-9,caw,73,0.7,3.91,4,4.68,11.4,,,325.12,5.5,,D,.,1345,N02,19 F5-8,3432,161,2910,3071,0.052,0.948
1041,13,58,0,0,3433,1,116,19 F5-8 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,-9,lbw,80,2.7,3.92,1,3.89,9.75,,,347.98,5.5,,L,.,2580,O02,19 F5-8,3433,1727,1344,3071,0.562,0.438
1042,12,58,0,0,3434,1,23,19 F5-8 LIND,Lind,LIN,2,2019,14X1030-0-0-36,,14X1030,,-36,(OR2060541/X06134-18C),-9,caw,81,3.6,4.07,2,4.98,10.3,,,358.14,5.5,,D,.,2625,P02,19 F5-8,3434,1893,1178,3071,0.616,0.384
1043,11,58,0,0,3435,1,87,19 F5-8 LIND,Lind,LIN,2,2019,14X1031-0-0-64,,14X1031,,-64,(OR2071071/X06141-8C),-9,caw,83,3.1,4.07,3,4.42,11.3,,,347.98,5.5,,D,.,2160,Q02,19 F5-8,3435,1844,1227,3071,0.6,0.4
1044,10,58,0,0,3436,1,30,19 F5-8 LIND,Lind,LIN,2,2019,14X1030-0-0-76,,14X1030,,-76,(OR2060541/X06134-18C),-9,caw,70,3.6,3.94,4,5.07,10.8,,,358.14,5.5,,D,.,2000,R02,19 F5-8,3436,2405,666,3071,0.783,0.217
1045,10,59,0,0,3437,1,108,19 F5-8 LIND,Lind,LIN,2,2019,14X1031-0-0-161,,14X1031,,-161,(OR2071071/X06141-8C),-9,caw,80,0.8,4.13,1,4.2,12.6,,,317.5,5.5,,M,.,1400,R03,19 F5-8,3437,2109,962,3071,0.687,0.313
1046,11,59,0,0,3438,1,117,19 F5-8 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,-9,cbw,82,1.6,3.32,2,5.69,10,,,350.52,5.5,,L,.,2045,Q03,19 F5-8,3438,2371,700,3071,0.772,0.228
1047,12,59,0,0,3439,1,57,19 F5-8 LIND,Lind,LIN,2,2019,14X1030-0-0-188,,14X1030,,-188,(OR2060541/X06134-18C),-9,caw,68,5,3.62,3,4.63,9.35,,,368.3,5.5,,D,.,1430,P03,19 F5-8,3439,935,2136,3071,0.304,0.696
1048,13,59,0,0,3440,1,90,19 F5-8 LIND,Lind,LIN,2,2019,14X1031-0-0-94,,14X1031,,-94,(OR2071071/X06141-8C),-9,caw,90,2.3,3.69,4,5.52,10.8,,,325.12,5.5,,M,.,1860,O03,19 F5-8,3440,1685,1386,3071,0.549,0.451
1049,14,59,0,0,3441,1,63,19 F5-8 LIND,Lind,LIN,2,2019,14X1030-0-0-228,,14X1030,,-228,(OR2060541/X06134-18C),-9,caw,70,1.9,4.4,1,3.82,11.4,,,302.26,5.5,,M,.,2195,N03,19 F5-8,3441,1423,1648,3071,0.463,0.537
1050,15,59,0,0,3442,1,115,19 F5-8 LIND,Lind,LIN,2,2019,SY Command,,,,,,-9,lbw,80,2.8,3.73,2,4.44,10,,,337.82,5.5,,D,.,2270,M03,19 F5-8,3442,345,2726,3071,0.112,0.888
1051,16,59,0,0,3443,1,24,19 F5-8 LIND,Lind,LIN,2,2019,14X1030-0-0-40,,14X1030,,-40,(OR2060541/X06134-18C),-9,caw,62,4.7,4.36,3,4.88,11.2,,,347.98,5.5,,L,.,1950,L03,19 F5-8,3443,160,2911,3071,0.052,0.948
1052,17,59,0,0,3444,1,4,19 F5-8 LIND,Lind,LIN,2,2019,14X1008-0-0-49,,14X1008,,-49,(5J030235-7/X06041-0-0-1-9L),-9,cbw,75,4,3.86,4,5.93,11.2,,,322.58,5.5,,D,.,2395,K03,19 F5-8,3444,2181,890,3071,0.71,0.29
1053,18,59,0,0,3445,1,91,19 F5-8 LIND,Lind,LIN,2,2019,14X1031-0-0-96,,14X1031,,-96,(OR2071071/X06141-8C),-9,caw,93,2.1,3.99,1,3.86,11.3,,,322.58,5.5,,D,.,1975,J03,19 F5-8,3445,1686,1385,3071,0.549,0.451
1054,19,59,0,0,3446,1,47,19 F5-8 LIND,Lind,LIN,2,2019,14X1030-0-0-141,,14X1030,,-141,(OR2060541/X06134-18C),-9,caw,65,4.2,3.63,2,4.95,10.1,,,294.64,5.5,,D,.,1560,I03,19 F5-8,3446,1912,1159,3071,0.623,0.377
1055,20,59,0,0,3447,1,110,19 F5-8 LIND,Lind,LIN,2,2019,Bobtail,2019 SW Winter PUL,,SWW,,,-9,law,75,3.3,3.21,3,4.7,9.69,,,342.9,5.5,,M,.,2280,H03,19 F5-8,3447,1239,1832,3071,0.403,0.597
1056,21,59,0,0,3448,1,104,19 F5-8 LIND,Lind,LIN,2,2019,14X1031-0-0-143,,14X1031,,-143,(OR2071071/X06141-8C),-9,caw,85,1.2,3.81,4,5.43,10.8,,,335.28,5.5,,D,.,1795,G03,19 F5-8,3448,1093,1978,3071,0.356,0.644
1057,22,59,0,0,3449,1,116,19 F5-8 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,-9,lbw,78,2.7,3.56,1,3.77,9.08,,,337.82,5.5,,D,.,2250,F03,19 F5-8,3449,1598,1473,3071,0.52,0.48
1058,23,59,0,0,3450,1,52,19 F5-8 LIND,Lind,LIN,2,2019,14X1030-0-0-164,,14X1030,,-164,(OR2060541/X06134-18C),-9,caw,72,4.2,3.91,2,5.06,11.3,,,289.56,5.5,,M,.,1770,E03,19 F5-8,3450,2227,844,3071,0.725,0.275
1059,24,59,0,0,3451,1,106,19 F5-8 LIND,Lind,LIN,2,2019,14X1031-0-0-149,,14X1031,,-149,(OR2071071/X06141-8C),-9,caw,85,2.2,4.04,3,4.93,11.1,,,360.68,5.5,,M,.,2525,D03,19 F5-8,3451,1197,1874,3071,0.39,0.61
1060,25,59,0,0,3452,1,105,19 F5-8 LIND,Lind,LIN,2,2019,14X1031-0-0-147,,14X1031,,-147,(OR2071071/X06141-8C),-9,caw,77,1.3,3.91,4,5.35,10.3,,,365.76,5.5,,D,.,2060,C03,19 F5-8,3452,1519,1552,3071,0.495,0.505
1061,26,59,0,0,3453,1,82,19 F5-8 LIND,Lind,LIN,2,2019,14X1031-0-0-36,,14X1031,,-36,(OR2071071/X06141-8C),-9,caw,80,1.3,4.1,1,3.97,11.9,,,337.82,5.5,,D,.,1820,B03,19 F5-8,3453,1611,1460,3071,0.525,0.475
1062,27,59,0,0,3454,1,88,19 F5-8 LIND,Lind,LIN,2,2019,14X1031-0-0-90,,14X1031,,-90,(OR2071071/X06141-8C),-9,caw,82,2.4,3.72,2,4.96,9.74,,,363.22,5.5,,D,.,2545,A03,19 F5-8,3454,1620,1451,3071,0.528,0.472
1063,27,60,0,0,3455,1,69,19 F5-8 LIND,Lind,LIN,2,2019,14X1031-0-0-16,,14X1031,,-16,(OR2071071/X06141-8C),-9,caw,88,3.6,3.55,3,4.21,11,,,363.22,5.5,,D,.,2315,A04,19 F5-8,3455,1349,1722,3071,0.439,0.561
1064,26,60,0,0,3456,1,45,19 F5-8 LIND,Lind,LIN,2,2019,14X1030-0-0-131,,14X1030,,-131,(OR2060541/X06134-18C),-9,caw,70,4.2,3.52,4,5.67,10.5,,,35.56,5.5,,D,.,2020,B04,19 F5-8,3456,190,2881,3071,0.062,0.938
